,title,artists,album,release_date,duration,spotifyID,popularity,isExplicit,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,lyrics
10,Jesus Is Lord,Kanye West,JESUS IS KING,2019-10-25,49292,7sBgFMWqDWQgrsNSpIBoe8,59,False,0.828,0.243,0.26,4.03e-05,4,0.532,-5.876,0,0.0305,76.61,3,0.327,"Every knee shall bow
Every tongue confess
Jesus is Lord
Jesus is Lord
Every knee shall bow
Every tongue confess
Jesus is Lord
Jesus is Lord"
11,Feel The Love,Kanye West,KIDS SEE GHOSTS,2018-06-08,165053,3aUFrxO1B8EW63QchEl3wX,66,True,0.126,0.58,0.469,7.32e-05,0,0.099,-5.9460000000000015,0,0.10400000000000001,110.573,4,0.369,"I can still feel the love
I can still feel the love
I can still feel the love
Feel the love

We not worried 'bout no other niggas, we them other niggas
You bust down a Rollie, I bust down a brick, then I flood it, nigga
I am not to be compared to you rappers, Eazy-Duz-It, nigga
I am more Eazy, you tryin’ your best to become me, nigga
She like them bottles with bubbles in it
Buy her Loewe and other linen
Why would I wait when there's other women?
Why would I hate? We in love with winnin' (Ooh!)
Buy her bundles, fly her out, bring her friend, I try her out
Ain’t no worries findin' out, the details is ironed out
Easily they plays along, hopin' that I play a song
Love to fuck to trap music (Feel the love)
Grrrat-gat-gat-gat-gat
Dope money just came along (Woo)

Grrrat-gat (I can still feel the love)
Gat-gat, gat, ga-ga-ga-ga-gat
Grrrat, gat-gat-gat (I can still feel the love)
Gat-gat-gat-gat-gat-gat-gat, grrrat
Gat-gat-gat-gat (Feel the love)
Ga-ga-gat, ga-gat, ga-gat, ga-gat-gat, grrrat-gat

Ba-ba-ba-ba
Brrrat-dat-da-da-da, da
Ga-ga-ga-ga
Brrr-ah-da-da-da, brrr-ah-da-da-da
Brrr-ah-da-da-da, brrr-ah-da-da-da
Brrr-ah-rrr-ah, brrr-ah-gat-gat-ga
Rude-rude-rude-rude-woo!

Where the chorus?

I can still feel the love
I can still feel the love
I can still feel the love
Feel the love
Woo!
I can still feel the love
I can still feel the love
I can still feel the love
I can still feel the love
I can still feel the love
Ba-ba-ba-ba-bwa-ba
Ga-ba-ba-ba
Rude-rude-rude-rude-woo!"
12,Fire,Kanye West,KIDS SEE GHOSTS,2018-06-08,140526,7oHkit3F3vimtsBbnZkU0G,62,True,0.47200000000000003,0.7090000000000001,0.7509999999999999,4.71e-06,6,0.182,-3.801,1,0.16,104.999,4,0.37,"I love all your shit talkin', I love all your shit talkin’
You ain't got nothin' better to... do with yourself?

I done proved to myself, back on that rulin’ myself
I got new news to tell, act like you knew you done failed
Only true know how I feel and only if you knew how I felt
Sniffed a lil' bootch off the nail
Through with mixed messages, through with the mail
Only a few in the field, little bit off for the real

It's so many days I prayed to God
All this pain, I couldn't seem to find a way
On a mission livin', carry on
Got my family, I'm seein' through better days
Never late, pull up a seat and come grab a plate
Check the date, let 'em hate
This the type shit that they couldn’t make, watch the fakes
Leave ’em buzzin', thought they wasn’t, huh?
Tell all your kinfolk and cousins, huh?
This is the package you ordered, huh?
Beautiful madness

On this road I find (hmm-mmm)
These scars I left behind (hmm-mmm)
Heaven lift me up (hmm-mmm)
Heaven lift me up (hmm-mmm)
On this road I find (hmm-mmm)
These scars I left behind (hmm-mmm)
Heaven lift me up (hmm-mmm)
Heaven lift me up (hmm-mmm)"
13,4th Dimension,Kanye West,KIDS SEE GHOSTS,2018-06-08,153351,6JyEh4kl9DLwmSAoNDRn5b,69,True,0.278,0.765,0.542,1.87e-05,1,0.609,-6.755,1,0.39,171.945,4,0.7340000000000001,"Down the chimney, he will come
With his great big smile
And you'll find that even the kiddies
Are swingin' in the latest style

Oh, oh, oh
What is Santa bringing us?
Oh, oh, oh
What is Santa bringing?

It feels so good, it should cost
Bought a alligator, I ain't talkin' Lacoste
Made me say, ""Ugh, uh""
Like a mix of Master P and Rick Ross, uh-uh
She seem to make me always feel like a boss, uh-uh
She said I'm in the wrong hole, I said I'm lost, uh-uh
She said I'm goin' too fast, I'm exhausted
Now drop to your knees for the offerin'
This the theme song of something wrong
Might need an intervention for this new dimension
That's too new to mention, or fit in a sentence
If I get locked up, I won't finish the sent—

Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
What is Santa bringing?

(Laughter)

Gettin' loose while I'm rollin' through, see me roll out
Watch you surf, hit the coast, and this feelin', I got
Plenty of ventures for the evenin', we go journey, we off
From the light to guide us home, we in the moment, oh-oh
Such a lost boy, caught up in the darkest I had
What's the cost, boy? Losin' everything that I had
She been on me, boy, 'less you got somethin' to tell
Sittin', waitin' for me slippin', yeah, I'll see you in hell
Tell the cougar get up off me, no, my soul ain't for sale
All the evils in the world, they keepin' on me for real
I really hope the Lord heard me, we all live in sin
Kids See Ghosts off the ropes, Ric Flair on your bitch
Now this the theme song, this the theme song
The put the beams on, get your, get your dream on
But you don't hear me though, drama: we let it go
Watch the guitars roll, but let your friends know

Oh, oh, oh
What is Santa bringing?
Oh, oh, oh
What is Santa bringing?

Just do that and then let the music do somethin',  and then do that again, that'd be enough for a record
I mean, you only want two and a half minutes if you can get it, you know, three minutes max—"
14,Freeee (Ghost Town Pt. 2),Kanye West,KIDS SEE GHOSTS,2018-06-08,206605,7GRTrWsP3yo2Fx8umJfA1X,61,True,0.00457,0.33399999999999996,0.81,0.0,9,0.158,-4.855,0,0.0632,151.643,4,0.306,"May I say something to you to give you a true knowledge of yourself and life?
Man in the full knowledge of himself is a superb and supreme creature of creation
When man becomes possessor of the knowledge of himself, he becomes the master of his environment

I don't feel pain anymore
Guess what, baby? I feel free (Scoop!)
Nothin' hurts me anymore
Guess what, baby? I feel free

I'm so complete in the mode
Guess what, baby? I feel free
And you know damn well
He lift me up every time that I fell
And set me free, yeah
Ah! You should quit your job to this
Hold up, let 'em politic, ooh
One day they hate you
Next day they love you
I'm still yellin' ""Fuck 'em""
I could never trust—

Free, I feel free
I feel free, I feel free

I don't feel pain anymore
Guess what, babe? I am free
Yeah, nothin' hurts me anymore
Guess what, babe? I am free

Yeah, yeah, yeah, yeah
Feelin' I'm out of my past life
Died and came back twice
Now I'm free

I don't feel pain anymore
Hmm, guess what, babe? I am free

I feel free, I feel free
I feel free, I feel free"
15,Reborn,Kanye West,KIDS SEE GHOSTS,2018-06-08,324674,4RVbK6cV0VqWdpCDcx3hiT,73,True,0.33899999999999997,0.585,0.597,0.0404,0,0.195,-7.499,1,0.037000000000000005,100.051,4,0.22699999999999998,"Hmm, I'm wide awake, I’m wide awake
I'm wide awake
Hey, I'm wide awake, I’m wide awake
I'm wide awake

I'm so—I'm so reborn, I'm movin' forward
Keep movin' forward, keep movin' forward
Ain’t no stress on me Lord, I’m movin' forward
Keep movin’ forward, keep movin' forward
I'm so—I'm so reborn, I’m movin' forward
Keep movin' forward, keep movin' forward
Ain't no stress on me Lord, I'm movin' forward
Keep movin' forward, keep movin' forward

Hmm, I'm wide awake, I'm wide awake
I'm wide awake
Hey, I'm wide awake, I'm wide awake
I'm wide awake

Very rarely do you catch me out
Y'all done ""specially invited guest""'d me out
Y'all been tellin' jokes that's gon' stress me out
Soon as I walk in, I'm like, ""Let's be out""
I was off the chain, I was often drained
I was off the meds, I was called insane
What a awesome thing, engulfed in shame
I want all the rain, I want all the pain
I want all the smoke, I want all the blame
Cardio audio, let me jog your brain
Caught in the Audy Home, we was all detained
All of you Mario, it's all a game

I'm so—I'm so reborn, I'm movin' forward
Keep movin' forward, keep movin' forward
Ain't no stress on me Lord, I'm movin' forward
Keep movin' forward, keep movin' forward
I'm so—I'm so reborn, I'm movin' forward
Keep movin' forward, keep movin' forward
Ain't no stress on me Lord, I'm movin' forward
Keep movin' forward, keep movin' forward

I had my issues, ain't that much I could do
Peace is somethin' that starts with me (with me)
At times, wonder my purpose
Easy than to feel worthless
But, peace is somethin' that starts with me (with me, with me)
Had so much on my mind, I didn't know where to go
I've come a long way from them hauntin' me
Had me feelin' oh so low
Ain't no stoppin' you, no way
Oh, things ain't like before
Ain't no stoppin' you, no way
No stress yes, I'm so blessed and-

I'm so—I'm so reborn, I'm movin' forward
Keep movin' forward, keep movin' forward
Ain't no stress on me Lord, I'm movin' forward
Keep movin' forward, keep movin' forward
I'm so—I'm so reborn, I'm movin' forward
Keep movin' forward, keep movin' forward
Ain't no stress on me Lord, I'm movin' forward
Keep movin' forward, keep movin' forward

(Movin' forward, movin' forward, movin' forward)
Movin' forward, keep movin' forward
Something was wrong (Keep movin' forward)
Couldn't hold on, why? (Keep movin' forward)
So long (Keep movin' forward)
Sit here in this storm (Keep movin' forward)
Time goes on (Keep movin' forward)
Really couldn't find my way out (Keep movin' forward)
Of the storm (Keep movin' forward)
Which way do I go?

I'm so—I'm so reborn, I'm movin' forward (which way do I go?)
Keep movin' forward, keep movin' forward (which way do I go?)
Ain't no stress on me Lord, I'm movin' forward (which way do I go?)
Keep movin' forward, keep movin' forward
Keep movin' forward, keep movin' forward
Keep movin' forward, keep movin' forward
Keep movin' forward, keep movin' forward
Keep movin' forward, keep movin' forward
I'm so—I'm so reborn, I'm movin' forward
Keep movin' forward, keep movin' forward
Ain't no stress on me Lord, I'm movin' forward
Keep movin' forward, keep movin' forward"
16,Kids See Ghosts,Kanye West,KIDS SEE GHOSTS,2018-06-08,245098,2I3dW2dCBZAJGj5X21E53k,62,True,0.113,0.841,0.682,9.65e-05,2,0.131,-7.0070000000000014,1,0.0458,94.985,4,0.33799999999999997,"Kids see ghosts sometimes
Kids see ghosts sometimes
Kids see ghosts sometimes
Spirit (spirit, spirit, spirit)
Movin' around, just movin' around
Kids see ghosts sometimes
Kids see ghosts sometimes
Kids see ghosts
Spirit (spirit, spirit, spirit)
Yeah, that's the king

Stop that movement, stop that movement
Y'all can't move me, this my movie
Y'all can't stop me, y'all too sloppy
Carbon copied, carbon
Same thing, in a room
Sittin' by myself, findin' heaven soon
Many things that will trouble you
Look beyond for a feelin' like you never knew
Reachin' out, huntin' for the truth
I'm guessin' I'm just sick of runnin'
All this time searchin' hard for somethin'
I can hear the angels comin'

Kids see ghosts sometimes
Kids see ghosts sometimes
Kids see ghosts sometimes
Spirit (spirit, spirit, spirit)
Movin' around, just movin' around
Kids see ghosts sometimes
Kids see ghosts sometimes
Kids see ghosts
Spirit (spirit, spirit, spirit)
Yeah, that's the king

Well, it took me long enough to rap on this strong enough
Paid this shit just gon' give up, 'cause Ye just gon' live up
To everything that sucks to you and that's never enough
Thought I'd be clever enough to give up while I'm ahead
I like breakfast in bed, but I love breakfast and head
For anybody who said that I was better off dead
Told 'em, ""Don't ever believe nothin' that you ever read""
Got a Bible by my bed, oh yes, I'm very Christian
Constantly repentin', 'cause, yes, I never listen
Don't like bein' questioned and don't like bein' less than
Any a competition in any of my professions
So I gotta guess then, I gotta stay the best man
What else you expect from, uh, Mr. West, man
Painting from Wes Lang, hung in my space like a relative
That you ain't seen in a minute, called on the telephone
And when they see you they say, “Damn you got hella grown
Always thought you'd make it, but damn now you hella known""
Let's address some topics that I can embellish on
How we made enough bread for us to put some relish on
I won't relish on the fact I'm vibin' on the future
Ultralight buildin' in the buildin' by Miuccia
Herzog and de Meuron in an office out in Basel
No not Miami, Switzerland (Switzerland, ahahaha)

Kids see ghosts sometimes
Kids see ghosts sometimes
Kids see ghosts sometimes
Spirit (spirit, spirit, spirit)
Movin' around, just movin' around
Kids see ghosts sometimes
Kids see ghosts sometimes
Kids see ghosts
Spirit (spirit, spirit, spirit)
Yeah, that's the king

Civilization without society
Power and wealth with nobility
Stability without stasis
Places and spaces
Civilization without society
Power and wealth with nobility
Stability without stasis
Spaces and places

Kids see ghosts sometimes
Kids see ghosts—ghosts sometimes
Kids see ghosts sometimes
Yeah, that's the king
And what's a crown for the clouds, movin' around
Yeah, that's the king
And what's a crown to the clouds, movin' around"
17,Cudi Montage,Kanye West,KIDS SEE GHOSTS,2018-06-08,197000,4kUZvXB3LC3an3HX6h0s17,65,True,0.401,0.7290000000000001,0.504,1.44e-06,8,0.121,-6.784,0,0.0321,110.01100000000001,4,0.305,"Find my back in the cold, trapped in another soul, they can hear me holler
I'm caught in it again, see 'em all strapped in an' can't move and I'm sinkin' lower
Heaven gonna help me 'cause I feel the world weighin' on me heavy, tryna keep it steady
Ready for the mission, God, shine your love on me, save me, please
If I'm goin' alone, I've been gone for so long, ain't nobody, you can't hear a word
Perched in the night, lookin’ out nowhere, where's home? I done hit a nerve
Pain in my eyes, everytime I find, I'm stronger than I ever was
Here we go again, God, shine your love on me, save me, please

Hmm-mm-mm, woah, woah
Stay strong
Hmm-mm-mm, woah, woah
Stay strong
Hmm-mm-mm, woah, woah
Save me, Lord
Hmm-mm-mm, woah, woah
Stay strong
Hmm-mm-mm, woah, woah
Save me, Lord
Hmm-mm-mm, woah, woah
Stay strong
Hmm-mm-mm, woah, woah
Save me, Lord
Hmm-mm-mm, woah, woah

Everybody want world peace
'Til your niece get shot in the dome-piece
Then you go and buy your own piece
Hopin' it'll help you find your own peace
Bring light to what they don't see
Auntie cryin' on the concrete
Talkin' to dispatcher then the phone beep
On the other line was the homies
Told her that you ain't comin' home, see
When she heard the news it hurt her bone-deep
Caught with the rifle with the long reach
Just another cycle of the lonely
All growin' up in environment
Where doin' crime the requirement
They send us off to prison for retirement
Hopefully Alice Johnson will inspire men

Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Stay strong
Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Stay strong
Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Save me, Lord
Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Stay strong
Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Save me, Lord
Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Stay strong
Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Save me, Lord
Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Stay strong
Lord shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Stay strong

Both sides lose somebody
Hmm-mm-mm, woah, woah
Save me, Lord
Somebody dies, somebody goes to jail
Hmm-mm-mm, woah, woah
Stay strong
Light on me, save me, please
Hmm-mm-mm, woah, woah
Stay strong
Lord, shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Stay strong
Shine your light on me, save me, please
Hmm-mm-mm, woah, woah
Save me, Lord
Shine your light on me
Hmm-mm-mm, woah, woah
Stay strong"
18,I Thought About Killing You,Kanye West,ye,2018-06-01,274186,0yhxBvedRdGxsPZHJNI4VA,62,True,0.867,0.752,0.396,0.0,2,0.0486,-7.932,1,0.41100000000000003,116.016,4,0.41700000000000004,"I know, I know, I know, I know, know
I know, I know, I know, I know, know
I, I know it, I know it

The most beautiful thoughts are always besides the darkest
Today, I seriously thought about killing you
I contemplated, premeditated murder
And I think about killing myself
And I love myself way more than I love you, so…
Today, I thought about killing you, premeditated murder
You'd only care enough to kill somebody you love
The most beautiful thoughts are always inside the darkest
(Mhm—mhm—mhm—mhm—mhmm)
Just say it out loud to see how it feels
People say ""don't say this, don't say that""
Just say it out loud, just to see how it feels
Weigh all the options, nothing's off the table
Today, I thought about killing you, premeditated murder
I think about killing myself
And I, I love myself way more than I love you
The most beautiful thoughts are always besides the darkest
(Mhm—mhm—mhm—mhm—mhm—mhm—mhm—mhm—mhmm)
I think this is the part where I'm supposed to say somethin' good to compensate it so it doesn't come off bad
But sometimes I think really bad things
Really, really, really bad things
And I love myself way more than I love you
See, if I was tryin' to relate it to more people
I'd probably say I'm struggling with loving myself
Because that seems like a common theme
But that's not the case here
I love myself way more than I love you
And I think about killing myself
So, best believe, I thought about killing you today
Premeditated murder

I called up my loved ones, I called up my cousins
I called up the Muslims, said I'm 'bout to go dumb
Get so bright, it's no sun, get so loud, I hear none
Screamed so loud, got no lungs, hurt so bad, I go numb
Time to bring in the drums, that prra-pa-pa-pum
Set the NewTone on 'em, set the nuke off on 'em
I need Coke with no rum, I taste coke on her tongue
I don't joke with no one, they'll say ""He died so young""
I done had a bad case of too many bad days
Got too many bad traits, used the floor for ashtrays
I don't do shit halfway, I'ma clear the cache
I'ma make my name last, put that on my last name
It's a different type of rules that we obey
Ye, Ye, Ye season, nigga, we Old Bay
We was all born to die, nigga, DOA
Niggas say they hero, mm, I don't see no cape
Mm, I don't see no, mm, yeah, I don't see no, mm, mm
If I wasn't shinin' so hard, wouldn't be no shade
Buckwheat-ass nigga, it's gon' be o-tay
Sorry, but I chose not to be no slave
Young nigga shit, nigga, we don't age
I thought I was past my Deebo ways
Even when I went broke, I ain't break
How you gon' hate? Nigga, we go way back
To when I had the braids and you had the wave cap
Drop a pin for the fade and I'm on my way ASAP
Don't get socked in the mouth, you know homie don't play that
Pay the fire marshal bill 'cause this shit done got way packed
They wanna see me go ape (Ape, ape)
All you gotta do is speak on Ye
All you gotta do is speak on Ye
Don't get your tooth chipped like Frito-Lay"
19,Yikes,Kanye West,ye,2018-06-01,188773,1qsHYUd2c1wFGcn7e63QmG,68,True,0.15,0.6829999999999999,0.7759999999999999,0.0,1,0.22699999999999998,-3.2510000000000003,0,0.341,173.99599999999995,4,0.223,"Shit could get menacin', frightenin', find help
Sometimes I scare myself, myself
Shit could get menacin', frightenin', find help
Sometimes I scare, myself, myself

Tweakin', tweakin' off that 2C-B, huh
Is he gon' make it? TBD, huh
Thought I was gon' run, DMC, huh
I done died and lived again on DMT, huh
See, this a type of high that won't come down
This the type of high that get you gunned down
Yeezy, Yeezy trollin' OD, huh
Turn TMZ to Smack DVD, huh
Russell Simmons wanna pray for me too
I'ma pray for him 'cause he got MeToo'd
Thinkin' what if that happened to me too
Then I'm on E! News

Shit could get menacin', frightenin', find help
Sometimes I scare myself, myself
Shit could get menacin', frightenin', find help
Sometimes I scare myself, myself

Ayy, hospital band a hundred bands, fuck a watch
Hundred grand'll make your best friends turn to opps
I hear y'all bringin' my name up a lot
Guess I just turned the clout game up a notch
See, y'all really shocked, but I'm really not
You know how many girls I took to the titty shop?
If she get the ass with it, that's a 50 pop
I still bring the bad bitches in the city out
Uh, just a different type of leader
We could be in North Korea, I could smoke with Wiz Khalifa, uh
Told my wife I've never seen her
After I hit it, bye Felicia, that's the way that I'ma leave it up

Shit could get menacin', frightenin', find help
See, this is why all the bitches fuck with Ye!
Fuck what they talk about!
Sometimes I scare myself, myself
They take me on meds, off meds, ask yourself
Shit could get menacin', frightenin', find help
Ask your homegirl right now, ""Look, you had a shot at Ye?""
Sometimes I scare myself, myself
You'd drop everything!

Tweakin', tweakin' off that 2C-B, huh
This is why your bitches fuck with me, huh
Smash, she gon' end up on TV, huh
Last thing that you ever wanna see, huh
I can feel the spirits all around me
I think Prince and Mike was tryna warn me
They know I got demons all on me
Devil been tryna make an army
They been strategizin' to harm me
They don't know they dealin' with a zombie
Niggas been tryna test my Gandhi
Just because I'm dressed like Abercrombie

You see? You see?
That's what I'm talkin' 'bout!
That's why I fuck with Ye!
See, that's my third per-
That's my bipolar shit, nigga, what?
That's my superpower, nigga, ain't no disability
I'm a superhero! I'm a superhero!
Agghhh!"
20,All Mine,Kanye West,ye,2018-06-01,145506,3U21A07gAloCc4P7J8rxcn,72,True,0.12300000000000001,0.925,0.31,0.0,11,0.0931,-6.5310000000000015,0,0.29100000000000004,121.927,4,0.29100000000000004,"Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle

Fuck it up, fuck it up
Pussy good, go 'n back it up
Pipe her up, I'ma pipe her up
Make her mine, I done fell in love
Juicy thing, make that pussy sing
One more time, baby, do it big
Make it cry, come boohoo this shit

Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle

If I pull up with a Kerry Washington
That's gon' be an enormous scandal
I could have Naomi Campbell
And still might want me a Stormy Daniels
Sometimes you gotta bag the boss up
I call that takin' Corey Gambles
Find yourself up in the food court
You might have to enjoy a sample
All these thots on Christian Mingle
Almost what got Tristan single
If you don't ball like him or Kobe
Guarantee that bitch gonna leave you
Ayy, time is extremely valuable
And I prefer to waste it on girls that's basic
That's just some Ye shit
Right now, let's do what we want
Let's have a threesome: me, you, and a blunt
I love your titties 'cause they prove
I can focus on two things at once

Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle
Get the genie out the bottle

Let me hit it raw like fuck the outcome
Ayy, none of us'd be here without cum
Ayy, if it ain't all about the income
Ayy, ayy, let me see you go ahead and spend some
Ayy, if you drivin' 'round in some Dri-Fit
Ayy, I'ma think that you the type to dry snitch
Hm, mhm, if I see you pull up with the three stripes
Ayy, ayy, I'ma fuck around and make you my bitch

Yeah, you supermodel thick
Damn, that ass bustin' out the bottom
I'ma lose my mind in it
Crazy, that medulla oblongata
Get to rubbin' on my lamp
Get the genie out the bottle
Get the genie out the bottle"
21,Wouldn't Leave,Kanye West,ye,2018-06-01,205546,1nGoy0cEj0extAwXYNYTWd,63,True,0.495,0.556,0.4320000000000001,0.0,3,0.308,-8.551,1,0.545,164.235,4,0.35200000000000004,"I don't feel that she's mine enough
God, I feel I couldn't have you windin' up
Butterfly in my wrist
You make pretty women out of my skin
And I don't feel like
And I know you wouldn't leave

They say, ""Build your own""—I said, ""How, Sway?""
I said, ""Slavery a choice""—they said, ""How, Ye?""
Just imagine if they caught me on a wild day
Now I'm on fifty blogs gettin' fifty calls
My wife callin', screamin', say we 'bout to lose it all
Had to calm her down 'cause she couldn't breathe
Told her she could leave me now, but she wouldn't leave

And I know you wouldn't leave

And I sometimes wish
We doin' such things
We could wait longer than this
Yes, you know you're one of these
We can run through with the top chopped, yeah
And the sundress down, ooh

And I know you wouldn't...

Oh, don't bring that up, that's gon' get me sentimental
You know I'm sensitive, I got a gentle mental
Every time somethin' happen they want me sent to mental
We had an incident, but I cover incidentals
You want me workin' on my messagin'
When I'm thinkin' like George Jetson
But soundin' like George Jefferson
Then they questionin' my methods then
If you tweakin' out on my texts again
Then I don't get reception here
I got the mind state to take us past the stratosphere
I use the same attitude that done got us here
I live for now, I don't know what happen after here
I live for now, I don't know what happen after here
Plus, what was meant to be was meant to be
Even if, publicly, I lack the empathy
I ain't finna talk about it, 'nother four centuries
One and one is two, but me and you, that's infinity

And I know you wouldn't...

I don't feel like she's mine enough
God, I feel I couldn't have you windin' up (Why?)
Butterfly in my wrist
You make pretty women out of my skin (Out of my skin)
And I don't feel like (Uhh)
And I know you wouldn't leave (Love me or hate me)

For any guy that ever fucked up (Love me or hate me)
Ever embarrassed they girl (Love me or hate me)
Ever embarrassed they wife (Gone when you miss me)
She told you not to do that shit (Ohh)
She told you you's gon' fuck the money up
But you ain't wanna listen, did you?
Keep that same energy
Keep that same energy
Keep that same energy
Now you testin' her loyalty
This what they mean when they say
""For better or for worse"", huh?
For every down female that stuck with they dude
Through the best times, through the worst times
This for you

And I know you wouldn't leave"
22,No Mistakes,Kanye West,ye,2018-06-01,123040,35KV2Nuib6jPMVN00O8iba,61,True,0.0393,0.643,0.6459999999999999,0.0,10,0.109,-2.4419999999999997,0,0.0629,80.17399999999998,4,0.35,"Believe it or not
Believe it or not

Make no mistake, girl, still love you
Make no mistake, girl, still love you
Make no mistake, girl, still love you
Make no mistake, girl, still love you

Take the top off, let the sun come in (The lord still shines on you)
Whoa, for all my dogs that stayed down, we up again (Again)
Oh, I got dirt on my name, I got white on my beard
I had debt on my books, it's been a shaky-ass year
Let me make this clear, so all y'all see
I don't take advice from people less successful than me
Hah? Ain't no love lost, but the gloves off
And we up in this bitch until they turn the club off
Had to tell the dogs, ""Turn the snubs off!""
Plus they already mad that the Cubs lost
(Believe it or not) These two wrongs'll right you
(Believe it or not) I was too grown in high school
(Believe it or not) The true soul of Ice Cube
Too close to snipe you, truth told, I like you
Too bold to type you, too rich to fight you
Calm down, you light skin!

Make no mistake, girl, still love you (Make no)
Make no mistake, girl, still love you (No way)
(Believe it or not, the Lord still shines on you)
Make no mistake, girl, still love you
(Believe it or not, the Lord still shines on you)
Make no mistake, girl, still love you
(Believe it or not, the Lord still shines on you)
Make no mistake, girl, still love you (No way)
Make no mistake, girl, still love you"
